prodcode,dmdcode,bnfcode,cprd_name,productname,drugsubstance,strength,formulation,route,snomed_code,dm_d_product_description,bnf_name
57474,22124911000001108,NA,betamethasone valerate 0.1% / clioquinol 3% cream (a a h pharmaceuticals ltd),Betamethasone valerate 0.1% / Clioquinol 3% cream (A A H Pharmaceuticals Ltd),Clioquinol/Betamethasone valerate,30mg/1gram + 1mg/1gram,Cream,Cutaneous,NA,NA,NA
78806,NA,NA,betamethasone valerate 0.1% / neomycin 0.5% ointment (essential generics ltd),NA,NA,NA,NA,NA,NA,NA,NA
50941,21116111000001108,1304000V0CCAFCM,terra-cortril ointment (intrapharm laboratories ltd),Terra-Cortril ointment (Intrapharm Laboratories Ltd),Oxytetracycline hydrochloride/Hydrocortisone,30mg/1gram + 10mg/1gram,Ointment,Cutaneous,21116111000001108,Terra-Cortril ointment (Esteve Pharmaceuticals Ltd),Terra-Cortril ointment (Intrapharm)
6048,301011000001105,1304000V0CRAACH,daktacort hydrocortisone cream (mcneil products ltd),Daktacort Hydrocortisone cream (McNeil Products Ltd),Hydrocortisone/Miconazole nitrate,10mg/1gram + 20mg/1gram,Cream,Cutaneous,301011000001105,Daktacort Hydrocortisone cream (McNeil Products Ltd),Daktacort Hydrocortisone cream
50759,14214211000001102,NA,daktacort cream (sigma pharmaceuticals plc),Daktacort 2%/1% cream (Sigma Pharmaceuticals Plc),Hydrocortisone/Miconazole nitrate,10mg/1gram + 20mg/1gram,Cream,Cutaneous,14214211000001102,Daktacort 2%/1% cream (Sigma Pharmaceuticals Plc),NA
56871,22125711000001108,NA,betamethasone valerate 0.1% / clioquinol 3% ointment (a a h pharmaceuticals ltd),Betamethasone valerate 0.1% / Clioquinol 3% ointment (A A H Pharmaceuticals Ltd),Clioquinol/Betamethasone valerate,30mg/1gram + 1mg/1gram,Ointment,Cutaneous,NA,NA,NA
20884,407832000,1304000N0AACDCD,fluocinolone acetonide 0.025% / neomycin 0.5% ointment,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment,Fluocinolone acetonide/Neomycin sulfate,250microgram/1gram + 5mg/1gram,Ointment,Cutaneous,407832000,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment
6342,3681611000001100,1304000Z0BEACCI,aureocort ointment (amco),Aureocort ointment (AMCo),Triamcinolone acetonide/Chlortetracycline hydrochloride,1mg/1gram + 30.9mg/1gram,Ointment,Cutaneous,3681611000001100,Aureocort ointment (Advanz Pharma),Aureocort ointment
12742,3862311000001109,1304000N0AACCCC,fluocinolone acetonide 0.025% / clioquinol 3% ointment,Fluocinolone acetonide 0.025% / Clioquinol 3% ointment,Fluocinolone acetonide/Clioquinol,250microgram/1gram + 30mg/1gram,Ointment,Cutaneous,3862311000001109,Fluocinolone acetonide 0.025% / Clioquinol 3% ointment,Fluocinolone acetonide 0.025% / Clioquinol 3% ointment
8626,3855911000001108,1304000N0BBAMCC,synalar c ointment (derma uk ltd),Synalar C ointment (Reig Jofre UK Ltd),Fluocinolone acetonide/Clioquinol,250microgram/1gram + 30mg/1gram,Ointment,Cutaneous,3855911000001108,Synalar C ointment (Reig Jofre UK Ltd),Synalar C ointment
7986,4181111000001105,1304000N0BBAKCA,synalar c cream (derma uk ltd),Synalar C cream (Reig Jofre UK Ltd),Clioquinol/Fluocinolone acetonide,30mg/1gram + 250microgram/1gram,Cream,Cutaneous,4181111000001105,Synalar C cream (Reig Jofre UK Ltd),Synalar C cream
18095,4194911000001105,1304000N0AACACA,fluocinolone acetonide 0.025% / clioquinol 3% cream,Fluocinolone acetonide 0.025% / Clioquinol 3% cream,Clioquinol/Fluocinolone acetonide,30mg/1gram + 250microgram/1gram,Cream,Cutaneous,4194911000001105,Fluocinolone acetonide 0.025% / Clioquinol 3% cream,Fluocinolone acetonide 0.025% / Clioquinol 3% cream
10977,407831007,1304000N0AACBCB,fluocinolone acetonide 0.025% / neomycin 0.5% cream,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream,Neomycin sulfate/Fluocinolone acetonide,5mg/1gram + 250microgram/1gram,Cream,Cutaneous,407831007,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream
42096,4182011000001101,1304000N0BBALCB,synalar n cream (derma uk ltd),Synalar N cream (Reig Jofre UK Ltd),Neomycin sulfate/Fluocinolone acetonide,5mg/1gram + 250microgram/1gram,Cream,Cutaneous,4182011000001101,Synalar N cream (Reig Jofre UK Ltd),Synalar N cream
7187,3682811000001105,1304000Z0AACICI,triamcinolone acetonide 0.1% / chlortetracycline 3.09% ointment,Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% ointment,Triamcinolone acetonide/Chlortetracycline hydrochloride,1mg/1gram + 30.9mg/1gram,Ointment,Cutaneous,3682811000001105,Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% ointment,Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% oint
41452,3859211000001101,1304000N0BBANCD,synalar n ointment (derma uk ltd),Synalar N ointment (Reig Jofre UK Ltd),Fluocinolone acetonide/Neomycin sulfate,250microgram/1gram + 5mg/1gram,Ointment,Cutaneous,3859211000001101,Synalar N ointment (Reig Jofre UK Ltd),Synalar N ointment
72576,31148411000001108,NA,coal tar solution 3.3% / propylene glycol 20% in fluocinolone acetonide 0.025% gel,Coal tar solution 3.3% / Propylene glycol 20% in Fluocinolone acetonide 0.025% gel,Coal tar solution/Fluocinolone acetonide/Propylene glycol,33mg/1gram + 191.75microgram/1gram + 200mg/1gram,Gel,Cutaneous,NA,NA,NA
66943,32615511000001104,NA,calcipotriol 50micrograms/g / betamethasone dipropionate 500micrograms/g foam,Calcipotriol 50micrograms/g / Betamethasone dipropionate 500micrograms/g foam,Betamethasone dipropionate/Calcipotriol monohydrate,500microgram/1gram + 50microgram/1gram,Foam,Cutaneous,NA,NA,NA
2212,107011000001109,1304000G0BBAEBB,dermovate 0.05% scalp application (glaxosmithkline uk ltd),Dermovate 0.05% scalp application (GlaxoSmithKline UK Ltd),Clobetasol propionate,500microgram/1gram,Liquid,Cutaneous,107011000001109,Dermovate 0.05% scalp application (GlaxoSmithKline UK Ltd),Dermovate 0.05% scalp application
70487,23648111000001108,NA,clobetasol 0.05% cream (phoenix healthcare distribution ltd),Clobetasol 0.05% cream (Phoenix Healthcare Distribution Ltd),Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,NA,NA,NA
36226,11771811000001108,1304000G0AACDCD,clobetasol 500micrograms/g shampoo,Clobetasol 500micrograms/g shampoo,Clobetasol propionate,500microgram/1gram,Shampoo,Cutaneous,11771811000001108,Clobetasol 500micrograms/g shampoo,Clobetasol 500micrograms/g shampoo
12727,331908000,1304000L0AABCBC,diflucortolone 0.3% ointment,Diflucortolone 0.3% ointment,Diflucortolone valerate,3mg/1gram,Ointment,Cutaneous,331908000,Diflucortolone 0.3% ointment,Diflucortolone 0.3% ointment
53839,21557611000001100,NA,"clobetasol 0.5mg / neomycin 5mg / nystatin 100,000units/g ointment (a a h pharmaceuticals ltd)","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment (A A H Pharmaceuticals Ltd)",Clobetasol propionate/Neomycin sulfate/Nystatin,500microgram/1gram + 5mg/1gram + 100000unit/1gram,Ointment,Cutaneous,NA,NA,NA
78792,NA,NA,"clobetasol 500microgram / neomycin 5mg / nystatin 100,000units/g cream (ennogen healthcare ltd)",NA,NA,NA,NA,NA,NA,NA,NA
54818,21304411000001104,NA,clobaderm 0.05% ointment (auden mckenzie (pharma division) ltd),ClobaDerm 0.05% ointment (Auden McKenzie (Pharma Division) Ltd),Clobetasol propionate,500microgram/1gram,Ointment,Cutaneous,NA,NA,NA
3143,3836511000001109,1304000L0BBACAC,nerisone forte 0.3% oily cream (meadow laboratories ltd),Nerisone Forte 0.3% oily cream (Meadow Laboratories Ltd),Diflucortolone valerate,3mg/1gram,Cream,Cutaneous,3836511000001109,Nerisone Forte 0.3% oily cream (Meadow Laboratories Ltd),Nerisone Forte 0.3% oily cream
71914,13862911000001108,NA,dermovate 0.05% scalp application (de pharmaceuticals),Dermovate 0.05% scalp application (DE Pharmaceuticals),Clobetasol propionate,500microgram/1gram,Liquid,Cutaneous,NA,NA,NA
53762,21557411000001104,1304000G0AACACA,"clobetasol 0.5mg / neomycin 5mg / nystatin 100,000units/g cream (a a h pharmaceuticals ltd)","Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream (A A H Pharmaceuticals Ltd)",Clobetasol propionate/Neomycin sulfate/Nystatin,500microgram/1gram + 5mg/1gram + 100000unit/1gram,Cream,Cutaneous,21557411000001104,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream (A A H Pharmaceuticals Ltd)","Clobetasol 500microg/Neomycin 5mg/Nystatin 100,000unit/g crm"
80147,NA,NA,dermovate 0.05% ointment (pilsco ltd),NA,NA,NA,NA,NA,NA,NA,NA
13286,375770003,1304000G0AACCCC,clobetasol 500micrograms/g foam,Clobetasol 500micrograms/g foam,Clobetasol propionate,500microgram/1gram,Foam,Cutaneous,375770003,Clobetasol 500micrograms/g foam,Clobetasol 500micrograms/g foam
51862,16157811000001108,NA,dermovate 0.05% scalp application (lexon (uk) ltd),Dermovate 0.05% scalp application (Lexon (UK) Ltd),Clobetasol propionate,500microgram/1gram,Liquid,Cutaneous,NA,NA,NA
50623,14224011000001102,NA,dermovate 0.05% cream (sigma pharmaceuticals plc),Dermovate 0.05% cream (Sigma Pharmaceuticals Plc),Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,14224011000001102,Dermovate 0.05% cream (Sigma Pharmaceuticals Plc),NA
311,60611000001107,1304000G0BBAAAA,dermovate 0.05% cream (glaxosmithkline uk ltd),Dermovate 0.05% cream (GlaxoSmithKline UK Ltd),Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,60611000001107,Dermovate 0.05% cream (GlaxoSmithKline UK Ltd),Dermovate 0.05% cream
21580,10264711000001106,1304000G0BDAACC,clarelux 500micrograms/g foam (pierre fabre dermo-cosmetique),Clarelux 500micrograms/g foam (Pierre Fabre Dermo-Cosmetique),Clobetasol propionate,500microgram/1gram,Foam,Cutaneous,10264711000001106,Clarelux 500micrograms/g foam (Pierre Fabre Ltd),Clarelux 500micrograms/g foam
65214,16157611000001104,NA,dermovate 0.05% cream (lexon (uk) ltd),Dermovate 0.05% cream (Lexon (UK) Ltd),Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,NA,NA,NA
50610,18249911000001100,NA,dermovate 0.05% cream (necessity supplies ltd),Dermovate 0.05% cream (Necessity Supplies Ltd),Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,18249911000001100,Dermovate 0.05% cream (Necessity Supplies Ltd),NA
1023,724611000001106,1304000G0BBABBA,dermovate 0.05% ointment (glaxosmithkline uk ltd),Dermovate 0.05% ointment (GlaxoSmithKline UK Ltd),Clobetasol propionate,500microgram/1gram,Ointment,Cutaneous,724611000001106,Dermovate 0.05% ointment (GlaxoSmithKline UK Ltd),Dermovate 0.05% ointment
53410,13862711000001108,NA,dermovate 0.05% cream (de pharmaceuticals),Dermovate 0.05% cream (DE Pharmaceuticals),Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,NA,NA,NA
49780,14224211000001108,NA,dermovate 0.05% scalp application (sigma pharmaceuticals plc),Dermovate 0.05% scalp application (Sigma Pharmaceuticals Plc),Clobetasol propionate,500microgram/1gram,Liquid,Cutaneous,NA,NA,NA
50819,3405211000001103,1304000G0AACACA,generic dermovate-nn cream,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream",Clobetasol propionate/Neomycin sulfate/Nystatin,500microgram/1gram + 5mg/1gram + 100000unit/1gram,Cream,Cutaneous,3405211000001103,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g cream","Clobetasol 500microg/Neomycin 5mg/Nystatin 100,000unit/g crm"
2983,347928005,1304000G0AABABA,clobetasol 0.05% ointment,Clobetasol 0.05% ointment,Clobetasol propionate,500microgram/1gram,Ointment,Cutaneous,347928005,Clobetasol 0.05% ointment,Clobetasol 0.05% ointment
36014,11771511000001104,NA,etrivex 500micrograms/g shampoo (galderma (uk) ltd),Etrivex 500micrograms/g shampoo (Galderma (UK) Ltd),Clobetasol propionate,500microgram/1gram,Shampoo,Cutaneous,NA,NA,NA
54142,21304111000001108,NA,clobaderm 0.05% cream (auden mckenzie (pharma division) ltd),ClobaDerm 0.05% cream (Auden McKenzie (Pharma Division) Ltd),Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,NA,NA,NA
49304,16254111000001108,NA,dermovate 0.05% cream (mawdsley-brooks & company ltd),Dermovate 0.05% cream (Mawdsley-Brooks & Company Ltd),Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,NA,NA,NA
60921,3405411000001104,1304000G0AACBCB,generic dermovate-nn ointment,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment",Clobetasol propionate/Neomycin sulfate/Nystatin,500microgram/1gram + 5mg/1gram + 100000unit/1gram,Ointment,Cutaneous,3405411000001104,"Clobetasol 500microgram / Neomycin 5mg / Nystatin 100,000units/g ointment","Clobetasol 500microg/Neomycin 5mg/Nystatin 100,000u/g oint"
5876,3335611000001100,1304000G0AABBBB,clobetasol 0.05% scalp application,Clobetasol 0.05% scalp application,Clobetasol propionate,500microgram/1gram,Liquid,Cutaneous,3335611000001100,Clobetasol 0.05% scalp application,Clobetasol 0.05% scalp application
1682,346938005,1304000G0AAAAAA,clobetasol 0.05% cream,Clobetasol 0.05% cream,Clobetasol propionate,500microgram/1gram,Cream,Cutaneous,346938005,Clobetasol 0.05% cream,Clobetasol 0.05% cream
80706,NA,NA,clobaderm 0.05% cream (accord healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
80360,NA,NA,dermovate 0.05% ointment (cst pharma ltd),NA,NA,NA,NA,NA,NA,NA,NA
79092,NA,NA,clobetasol 0.05% cream 10% in unguentum m cream (special order),NA,NA,NA,NA,NA,NA,NA,NA
12626,3962011000001102,1304000L0BBAEBC,nerisone forte 0.3% ointment (meadow laboratories ltd),Nerisone Forte 0.3% ointment (Meadow Laboratories Ltd),Diflucortolone valerate,3mg/1gram,Ointment,Cutaneous,3962011000001102,Nerisone Forte 0.3% ointment (Meadow Laboratories Ltd),Nerisone Forte 0.3% ointment
76665,NA,NA,etrivex 500micrograms/g shampoo (sigma pharmaceuticals plc),NA,NA,NA,NA,NA,NA,NA,NA
75690,NA,NA,propylene glycol 40% in clobetasol 0.05% cream,NA,NA,NA,NA,NA,NA,NA,NA
76825,NA,NA,calcipotriol 50micrograms/g ointment 50% in white soft paraffin,NA,NA,NA,NA,NA,NA,NA,NA
7934,NA,NA,prednisone 30 mg tab,NA,NA,NA,NA,NA,NA,NA,NA
12077,NA,NA,chlorhexidine hcl/hydrocortisone/nystati oin,NA,NA,NA,NA,NA,NA,NA,NA
23647,NA,NA,calmurid,NA,NA,NA,NA,NA,NA,NA,NA
27605,NA,NA,fucidin h,NA,NA,NA,NA,NA,NA,NA,NA
24340,NA,NA,"betnovate s.(betnovate,chlorhexidine,p.m oin",NA,NA,NA,NA,NA,NA,NA,NA
18297,NA,NA,framycetin sulp/hydrocortisone aceta % oin,NA,NA,NA,NA,NA,NA,NA,NA
27579,NA,NA,methotrexate,NA,NA,NA,NA,NA,NA,NA,NA
22200,NA,NA,liq paraf light bath oil 90%,NA,NA,NA,NA,NA,NA,NA,NA
17133,NA,NA,betnovate crm & 2% salicylic acid,NA,NA,NA,NA,NA,NA,NA,NA
24233,NA,NA,vioform-hydrocortisone,NA,NA,NA,NA,NA,NA,NA,NA
21933,NA,NA,terra-cortril application,NA,NA,NA,NA,NA,NA,NA,NA
33000,NA,NA,dimethicone 5% in dermovate oin,NA,NA,NA,NA,NA,NA,NA,NA
4427,NA,NA,"betnovate ointment,soft white paraffin oin",NA,NA,NA,NA,NA,NA,NA,NA
27531,NA,NA,haelan 0.0125%,NA,NA,NA,NA,NA,NA,NA,NA
15502,NA,NA,betnovate oint /chlorhexidine /paraffin % oin,NA,NA,NA,NA,NA,NA,NA,NA
28393,NA,NA,tridesilon .05 % oin,NA,NA,NA,NA,NA,NA,NA,NA
26516,NA,NA,clioquinolol 3%/0.5% hydrocortisone,NA,NA,NA,NA,NA,NA,NA,NA
22501,NA,NA,hydrocortisone 1%/miconazole nitrate 2%,NA,NA,NA,NA,NA,NA,NA,NA
31745,NA,NA,synalar 1 in 4,NA,NA,NA,NA,NA,NA,NA,NA
13615,NA,NA,prednisone 10 mg tab,NA,NA,NA,NA,NA,NA,NA,NA
19596,NA,NA,nystaform-hc,NA,NA,NA,NA,NA,NA,NA,NA
2044,NA,NA,prednisone 2.5 mg tab,NA,NA,NA,NA,NA,NA,NA,NA
1901,NA,NA,imuran 10 mg tab,NA,NA,NA,NA,NA,NA,NA,NA
10891,NA,NA,hydrocortisone in white soft paraffin 1 % oin,NA,NA,NA,NA,NA,NA,NA,NA
17850,NA,NA,hydrocortisone in coal tar paste 1 % pas,NA,NA,NA,NA,NA,NA,NA,NA
22135,NA,NA,hydrocortisone 0.5%/neomycin 0.5%,NA,NA,NA,NA,NA,NA,NA,NA
31040,NA,NA,kaolin light/liquid paraffin mix,NA,NA,NA,NA,NA,NA,NA,NA
2267,NA,NA,betnovate 25% in emulsifying oint oin,NA,NA,NA,NA,NA,NA,NA,NA
21889,NA,NA,methotrexate 25mg/1ml,NA,NA,NA,NA,NA,NA,NA,NA
16812,331771000,1304000V0AACKCK,hydrocortisone 1% / neomycin 0.5% cream,Hydrocortisone 1% / Neomycin 0.5% cream,Hydrocortisone acetate/Neomycin sulfate,10mg/1gram + 5mg/1gram,Cream,Cutaneous,331771000,Hydrocortisone 1% / Neomycin 0.5% cream,Hydrocortisone 1% / Neomycin 0.5% cream
24336,NA,NA,gentamicin 0.3%/hydrocortisone acet. 1%,NA,NA,NA,NA,NA,NA,NA,NA
27970,NA,NA,betamethasone sod phos 0.1%/neomycin 0.5,NA,NA,NA,NA,NA,NA,NA,NA
78307,NA,NA,martapan 2mg/5ml oral solution (martindale pharmaceuticals ltd),NA,NA,NA,NA,NA,NA,NA,NA
17814,NA,NA,betnovate 5% in wsp to 100% oin,NA,NA,NA,NA,NA,NA,NA,NA
15549,NA,NA,tridesilon .05 % cre,NA,NA,NA,NA,NA,NA,NA,NA
72955,NA,NA,fluocortolone hexanoate/fluocortolone pi .25 % cre,NA,NA,NA,NA,NA,NA,NA,NA
27889,NA,NA,prednisolone,NA,NA,NA,NA,NA,NA,NA,NA
23216,NA,NA,dermovate scalp application,NA,NA,NA,NA,NA,NA,NA,NA
15670,NA,NA,oilatum junior flare-up,NA,NA,NA,NA,NA,NA,NA,NA
17410,325474006,0603020I0AAACAC,deflazacort 30mg tablets,Deflazacort 30mg tablets,Deflazacort,30mg,Tablet,Oral,325474006,Deflazacort 30mg tablets,Deflazacort 30mg tablets
24205,NA,NA,betamethasone /neomycin,NA,NA,NA,NA,NA,NA,NA,NA
26414,NA,NA,betamethasone benzoate % cre,NA,NA,NA,NA,NA,NA,NA,NA
28615,NA,NA,methylprednisolone l/a 4 mg cap,NA,NA,NA,NA,NA,NA,NA,NA
19814,NA,NA,synalar 1:4,NA,NA,NA,NA,NA,NA,NA,NA
3249,3061511000001107,130201000BBCBAS,keri therapeutic lotion (bristol-myers squibb pharmaceuticals ltd),Keri Therapeutic lotion (Bristol-Myers Squibb Pharmaceuticals Ltd),Liquid paraffin,160mg/1ml,Liquid,Cutaneous,3061511000001107,Keri Therapeutic lotion (Bristol-Myers Squibb Pharmaceuticals Ltd),Keri Therapeutic lotion
20664,NA,NA,betnovate rd 0.025%,NA,NA,NA,NA,NA,NA,NA,NA
29112,3960211000001106,0603020I0BBABAC,calcort 30mg tablets (shire pharmaceuticals ltd),Calcort 30mg tablets (Shire Pharmaceuticals Ltd),Deflazacort,30mg,Tablet,Oral,3960211000001106,Calcort 30mg tablets (Shire Pharmaceuticals Ltd),Calcort 30mg tablets
9727,325445002,0603020T0AAAEAE,prednisolone 50mg tablets,Prednisolone 50mg tablets,Prednisolone,50mg,Tablet,Oral,325445002,Prednisolone 50mg tablets,Prednisolone 50mg tablets
18351,NA,NA,clioquinolol 3%/0.5% hydrocortisone % cre,NA,NA,NA,NA,NA,NA,NA,NA
26673,NA,NA,e45,NA,NA,NA,NA,NA,NA,NA,NA
26793,NA,NA,betnovate,NA,NA,NA,NA,NA,NA,NA,NA
1203,3408811000001106,1304000Z0BGACCJ,tri-adcortyl ointment (bristol-myers squibb pharmaceuticals ltd),Tri-Adcortyl ointment (Bristol-Myers Squibb Pharmaceuticals Ltd),Gramicidin/Nystatin/Neomycin sulfate/Triamcinolone acetonide,250microgram/1gram + 100000unit/1gram + 2.5mg/1gram + 1mg/1gram,Ointment,Cutaneous,3408811000001106,Tri-Adcortyl ointment (Bristol-Myers Squibb Pharmaceuticals Ltd),Tri-Adcortyl ointment
15556,NA,NA,azathioprine 125 mg tab,NA,NA,NA,NA,NA,NA,NA,NA
9007,NA,NA,betnovate 25% + 3% coal tar in wsp,NA,NA,NA,NA,NA,NA,NA,NA
8948,NA,NA,aveeno bath oil oil,NA,NA,NA,NA,NA,NA,NA,NA
22185,NA,NA,hydromol emollient,NA,NA,NA,NA,NA,NA,NA,NA
23596,NA,NA,balneum bath oil,NA,NA,NA,NA,NA,NA,NA,NA
11200,331996008,1304000W0AACBCB,chlorquinaldol 3% / hydrocortisone butyrate 0.1% ointment,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% ointment,Chlorquinaldol/Hydrocortisone butyrate,30mg/1gram + 1mg/1gram,Ointment,Cutaneous,331996008,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% ointment,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% ointment
1543,NA,NA,white soft paraffin 50%/ liq paraffin 5%,NA,NA,NA,NA,NA,NA,NA,NA
4767,36071911000001104,NA,emulsifying wax,Emulsifying wax,Cetostearyl alcohol/Laurilsulfate,900mg/1gram + 100mg/1gram,Not applicable,Route of administration not applicable,NA,NA,NA
8440,NA,NA,betnovate 10% in white soft paraffin oin,NA,NA,NA,NA,NA,NA,NA,NA
8829,NA,NA,betamethasone .05 % lot,NA,NA,NA,NA,NA,NA,NA,NA
11997,NA,NA,hydrocortisone in soft white paraffin 2 % oin,NA,NA,NA,NA,NA,NA,NA,NA
23590,NA,NA,neomycin sulp/hydrocortisone lot,NA,NA,NA,NA,NA,NA,NA,NA
24660,NA,NA,betamethasone valerate,NA,NA,NA,NA,NA,NA,NA,NA
28291,NA,NA,oxytetracycline 3%/hydrocortisone 1%,NA,NA,NA,NA,NA,NA,NA,NA
28311,NA,NA,betamethasone /salicylic acid,NA,NA,NA,NA,NA,NA,NA,NA
21604,NA,NA,nystaform-hc,NA,NA,NA,NA,NA,NA,NA,NA
35649,NA,NA,sensicare emollient cream (convatec ltd),NA,NA,NA,NA,NA,NA,NA,NA
23663,NA,NA,liq paraffin 5%/white soft paraffin 95%,NA,NA,NA,NA,NA,NA,NA,NA
27716,NA,NA,allantoin 2%/hydrocortisone 0.5%/coal ta,NA,NA,NA,NA,NA,NA,NA,NA
7710,NA,NA,prednisolone 15 mg tab,NA,NA,NA,NA,NA,NA,NA,NA
21618,NA,NA,hydrocortisone 1%/miconazole nitrate 2%,NA,NA,NA,NA,NA,NA,NA,NA
